SurveyID,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,comments
727,31,Male,United States,KY,No,No,No,,4078,No,No,Yes,Yes,Yes,Yes,NA
728,5,Male,United States,OH,No,No,No,,1364,No,Yes,Don't know,Not sure,No,No,We had a developer suffer from depression and pretty hard burnout but he refused treatment even when the company said we'd foot the bill. Eventually he had to be asked to resign which was a shame. I don't know if we have any specific programs for mental health but we're definitely on the lookout for those types of issues.
729,33,Male,United Kingdom,,Yes,No,No,Never,2797,No,No,No,Not sure,No,No,NA
730,43,male,United States,NY,No,No,No,,4048,No,No,Yes,Yes,Don't know,Yes,NA
731,33,Male,United Kingdom,,No,No,Yes,Sometimes,3454,No,Yes,Don't know,Not sure,No,No,NA
732,,Male,United Kingdom,,No,No,No,,2692,No,Yes,No,No,No,Yes,NA
733,36,Male,United States,TN,No,Yes,Yes,Sometimes,1145,Yes,No,Don't know,No,Don't know,Don't know,NA
734,37,male,Australia,,No,Yes,Yes,Sometimes,716,No,Yes,No,Yes,No,No,NA
735,32,male,Belgium,,No,No,No,,3521,No,Yes,No,Yes,No,No,NA
736,39,Male,United Kingdom,,No,No,Yes,Sometimes,4290,No,Yes,No,No,No,No,NA
737,31,Male,United States,TX,No,Yes,Yes,Sometimes,2366,No,Yes,Yes,Yes,No,Don't know,NA
738,36,Male,United States,OH,No,No,Yes,Sometimes,1723,Yes,Yes,Yes,Yes,No,No,I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. 
739,30,Male,United States,TX,Yes,No,Yes,Sometimes,2675,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
740,28,male,Canada,,No,No,No,,3861,No,Yes,Yes,Not sure,No,Don't know,NA
741,32,Male,Italy,,No,No,No,,4836,No,Yes,No,No,No,No,Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  
742,35,Male,United States,CA,No,Yes,Yes,Rarely,4340,No,Yes,Yes,Yes,Yes,Yes,Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this.
743,19,Male,Canada,,No,No,Yes,Sometimes,3350,No,Yes,Don't know,Not sure,No,No,NA
744,33,m,Norway,,No,Yes,No,,1950,No,Yes,Yes,Yes,No,No,NA
745,42,male,Germany,,No,No,No,,109,Yes,Yes,Don't know,Not sure,Yes,Yes,NA
746,37,Male,United States,MI,No,Yes,Yes,Sometimes,1251,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
747,40,Male,Thailand,,Yes,No,No,Never,3287,No,Yes,No,No,No,No,NA
748,36,M,United States,CA,No,No,No,Never,2901,No,Yes,Yes,Yes,Yes,Yes,NA
749,29,Female,United States,OR,No,Yes,Yes,Sometimes,4555,Yes,No,Don't know,No,No,Don't know,NA
750,38,f,United States,NC,No,Yes,Yes,Sometimes,3238,No,No,Yes,Not sure,No,Don't know,I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around.
751,26,M,United States,CA,No,Yes,Yes,Sometimes,4510,No,Yes,Yes,No,Yes,Don't know,NA
752,34,male,Germany,,No,No,No,Rarely,4003,No,Yes,No,No,No,No,NA
753,21,Male,United States,IL,No,No,Yes,Often,3013,No,No,No,Yes,No,No,I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating.
754,31,Male,Canada,,Yes,Yes,No,Sometimes,2349,Yes,Yes,No,Yes,No,No,I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...
755,37,Female,United States,CA,No,Yes,Yes,Rarely,290,No,No,Yes,Yes,Yes,Yes,NA
756,37,Male,Ireland,,No,Yes,Yes,Sometimes,1996,No,Yes,No,No,No,No,NA
757,38,Male,Ireland,,No,Yes,Yes,Sometimes,2883,No,Yes,No,No,No,No,NA
758,27,Female,United States,CA,No,No,Yes,Sometimes,1149,No,Yes,Don't know,Not sure,Yes,Don't know,NA
759,39,Male,Netherlands,,Yes,No,No,,2592,No,Yes,No,No,Yes,No,NA
760,33,Female,United States,AZ,Yes,Yes,Yes,Sometimes,1749,No,Yes,Yes,Yes,Yes,Yes,NA
761,27,Male,United Kingdom,,No,No,No,Never,580,No,Yes,Don't know,Not sure,No,Don't know,NA
762,36,F,United States,CA,No,No,Yes,Never,4322,Yes,Yes,Yes,No,No,No,NA
763,28,Male,United Kingdom,,No,No,No,Never,4036,No,Yes,Don't know,Not sure,No,No,NA
764,39,male,United Kingdom,,No,No,Yes,Sometimes,1686,No,No,Don't know,No,No,No,NA
765,33,Male,United States,VA,Yes,Yes,Yes,Sometimes,4095,Yes,Yes,No,Yes,No,No,My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. 
766,32,Male,United Kingdom,,No,No,No,,1104,No,No,Don't know,Not sure,No,Don't know,NA
767,28,Male,United Kingdom,,No,No,No,,4003,No,No,Don't know,Not sure,No,Don't know,NA
768,37,Male,United Kingdom,,No,Yes,Yes,Rarely,836,No,Yes,No,No,No,No,Some of these questions are not really suitable for non US people.
769,39,Male,Canada,,No,No,Yes,Sometimes,3689,No,No,Yes,Yes,Yes,Yes,NA
770,43,msle,United States,VA,No,No,No,Sometimes,4838,Yes,Yes,Don't know,No,No,Don't know,NA
771,32,Neuter,United Kingdom,,No,No,Yes,Sometimes,2089,No,No,Don't know,No,Yes,Yes,NA
772,27,Female,United States,WA,No,No,No,,4480,No,Yes,Don't know,Not sure,No,Yes,NA
773,31,Female,United Kingdom,,No,No,No,,3761,No,Yes,Don't know,No,No,No,NA
774,,Male,United Kingdom,,No,No,Yes,Never,3926,No,Yes,Don't know,No,No,Don't know,NA
775,33,Male,United States,WI,No,No,Yes,Sometimes,667,Yes,Yes,No,Yes,No,No,NA
776,34,male,United Kingdom,,No,Yes,Yes,Sometimes,4877,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
777,33,M,United States,CA,Yes,No,No,,3950,No,Yes,Don't know,No,No,No,NA
778,25,Male,United States,CA,No,No,No,,1276,No,Yes,Don't know,No,No,No,NA
779,25,Male,United States,NE,No,Yes,Yes,Sometimes,1095,No,No,Yes,Yes,Yes,Yes,NA
780,32,Male,United Kingdom,,Yes,Yes,No,,1245,No,Yes,No,Yes,No,No,NA
781,25,Male,United States,CO,No,Yes,Yes,Sometimes,2402,No,Yes,Yes,Yes,Don't know,Don't know,NA
782,37,Male,Netherlands,,No,No,No,,587,Yes,No,Don't know,No,Don't know,Don't know,NA
783,39,m,Switzerland,,No,No,Yes,Never,2541,No,Yes,Yes,Yes,Yes,Yes,NA
784,29,M,United Kingdom,,No,No,No,Rarely,3156,No,Yes,Don't know,Not sure,No,No,NA
785,33,Male,United States,NY,No,No,Yes,Sometimes,1531,No,Yes,Yes,Yes,Don't know,Don't know,NA
786,37,female,United States,TX,No,No,Yes,Often,2580,Yes,Yes,Don't know,Not sure,No,No,NA
787,35,Female,United States,LA,No,No,Yes,Sometimes,2805,No,No,Yes,No,No,No,I work for the state government. While things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so I have to be careful about what I say and how I say it. I often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.
788,22,Female,United States,WA,No,Yes,Yes,Sometimes,2919,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
789,38,Male,United States,MI,No,No,No,Never,1990,No,Yes,Yes,Yes,No,No,NA
790,32,Female,United States,CA,No,Yes,Yes,Often,4245,No,Yes,Yes,No,No,Don't know,NA
791,28,Male,Brazil,,No,No,No,,4081,No,Yes,Don't know,No,No,No,NA
792,27,Male,Switzerland,,No,Yes,No,,1410,No,Yes,No,No,No,No,Thank you for your work what you do is important!
793,35,female,United States,CA,No,No,Yes,Sometimes,2936,Yes,Yes,Don't know,No,Don't know,Don't know,It might be safe to talk about it where I am now but I don't know for sure and I err on the side of being over cautious. Struggle with depression and anxiety which sometimes affects my productivity but I try to make up / cover up for it instead of being open about it.
794,29,Male,United States,MD,No,No,No,Never,3858,No,No,Yes,Yes,Yes,No,NA
795,23,Male,United States,CA,No,Yes,Yes,Sometimes,3593,No,Yes,No,Yes,No,No,NA
796,39,M,United States,CT,No,No,No,,2347,Yes,Yes,Yes,No,No,No,NA
797,30,Female,United States,CA,No,No,No,,808,No,Yes,Yes,Yes,Yes,Yes,NA
798,32,M,United Kingdom,,No,No,No,,829,No,Yes,Don't know,Not sure,No,Don't know,NA
799,28,Female (trans),United States,CA,No,No,Yes,Sometimes,4200,No,Yes,No,Yes,No,No,NA
800,40,female,United States,WA,No,Yes,Yes,Sometimes,2606,No,No,Yes,Yes,Yes,Yes,I'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
801,36,f,United States,CA,No,Yes,No,,2489,No,Yes,Don't know,No,No,Don't know,NA
802,27,Male,United States,IN,No,No,No,,4638,Yes,Yes,Don't know,Not sure,No,Don't know,NA
803,41,Male,United States,TX,No,Yes,No,Sometimes,3536,No,Yes,Yes,Yes,No,Yes,NA
804,29,Male,United Kingdom,,No,No,No,Never,2517,No,Yes,Don't know,No,No,No,NA
805,29,m,United Kingdom,,No,No,Yes,Sometimes,917,No,Yes,No,No,No,No,NA
806,35,Male,United States,MO,No,No,Yes,Often,4446,No,No,No,No,No,No,NA
807,28,Male,United States,NV,No,No,Yes,Never,2473,Yes,Yes,No,Yes,No,No,NA
808,36,F,United Kingdom,,Yes,No,No,Sometimes,738,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
809,39,Female,United States,WA,No,No,No,Sometimes,671,No,Yes,Don't know,Not sure,No,Don't know,NA
810,39,Male,United States,FL,No,Yes,Yes,Sometimes,2688,No,Yes,Yes,Yes,Yes,Yes,NA
811,26,queer,Germany,,Yes,No,Yes,Sometimes,130,Yes,Yes,No,Not sure,Yes,Yes,NA
812,35,Male,Denmark,,Yes,Yes,Yes,Often,171,No,Yes,No,Yes,Yes,No,NA
813,40,Female,United States,WA,No,Yes,Yes,Sometimes,3277,No,No,Yes,Not sure,Yes,Don't know,NA
814,35,Male,Denmark,,Yes,Yes,Yes,Often,146,No,Yes,No,Yes,Yes,No,NA
815,38,M,United States,IL,No,No,No,Never,1793,Yes,Yes,No,Yes,No,No,NA
816,34,Male,United States,FL,No,No,No,,1422,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
817,43,M,United States,MA,No,No,No,,2849,No,Yes,Yes,No,Yes,Yes,NA
818,48,Female (cis),United States,CA,No,Yes,No,Often,3005,No,Yes,Don't know,No,No,No,None of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
819,20,Male,United States,WA,No,No,No,Never,435,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
820,40,M,United States,MI,Yes,No,No,Sometimes,4453,Yes,Yes,Don't know,Not sure,No,No,NA
821,29,female,United Kingdom,,No,No,Yes,Rarely,2504,No,Yes,Don't know,No,No,No,NA
822,35,Male,United States,MI,No,Yes,Yes,Sometimes,3400,No,No,No,Yes,No,No,NA
823,29,Male,United States,WI,No,Yes,No,Sometimes,3804,Yes,No,Yes,Yes,No,Yes,NA
824,40,M,United States,CA,No,No,No,Never,3030,No,Yes,Yes,Not sure,No,Don't know,NA
825,29,Male,Sweden,,No,No,Yes,Rarely,3379,No,Yes,No,Yes,No,No,NA
826,29,F,United States,CA,No,Yes,Yes,Rarely,4682,No,Yes,Yes,Not sure,Don't know,No,NA
827,34,male,United States,TX,No,No,Yes,Sometimes,1739,No,Yes,No,No,No,No,NA
828,44,Male,United Kingdom,,No,Yes,Yes,Sometimes,524,No,No,Don't know,No,No,No,NA
829,24,female,United States,NY,No,Yes,Yes,Often,2778,No,Yes,Yes,Yes,No,No,NA
830,47,F,United States,PA,No,No,No,,3628,Yes,Yes,Don't know,No,No,Don't know,NA
831,43,m,United Kingdom,,No,Yes,No,,2315,No,No,Don't know,No,No,No,NA
832,36,M,United States,PA,No,No,No,Rarely,4768,No,Yes,Yes,Yes,Yes,Yes,NA
833,43,male,United States,GA,No,No,Yes,Sometimes,2437,No,No,Don't know,No,No,Don't know,NA
834,36,male,United Kingdom,,Yes,No,No,Sometimes,2724,Yes,Yes,No,No,No,No,NA
835,31,Female,United States,NY,No,Yes,Yes,Sometimes,597,No,Yes,Yes,Yes,No,No,I have been incredibly public about my own struggle in my own conversations and in social media insofar as how I can use my depression to raise awareness or help others. Because of that my employer - or any future employer - kind of knows by default. It's not a secret. That said the downside of that openness is that I have no faith that I wouldn't be discriminated against at a future job simply because the information is public. Likewise I worry I'm seen as less-than by my employer in some circumstances. Regerdless I don't regret being public and raising awareness. My point is that even those of us who do publicly discuss the issue fear systemic retribution. 
836,35,Male,United States,CA,No,No,No,Sometimes,1577,No,Yes,Don't know,Not sure,Yes,Don't know,NA
837,33,male,United States,TN,No,Yes,No,,4152,No,No,Yes,No,No,No,NA
838,37,Male,Italy,,No,No,No,Sometimes,3768,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
839,34,M,United States,TN,No,No,Yes,Sometimes,2025,No,Yes,Don't know,No,Yes,Don't know,At a previous employer I witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(
840,36,Male,Netherlands,,Yes,No,Yes,Sometimes,123,No,Yes,No,No,No,No,NA
841,40,m,United States,TN,Yes,Yes,Yes,Sometimes,4598,Yes,Yes,No,Yes,No,No,NA
842,40,M,United States,IL,No,No,No,Rarely,414,No,Yes,Yes,Yes,Yes,Yes,While not personally affected I do have immediate family with mental health illness and my employer has been very supportive. Thanks for doing this survey.
843,42,Male,United States,WI,No,No,Yes,Sometimes,4026,Yes,Yes,No,Yes,No,No,NA
844,23,M,United States,KY,No,Yes,No,,2512,Yes,Yes,Yes,Yes,No,Don't know,NA
845,21,Male,United Kingdom,,No,Yes,No,Never,3090,No,No,No,No,No,No,NA
846,26,Male,Canada,,No,No,No,Sometimes,2787,Yes,Yes,No,No,No,No,NA
847,25,M,United States,CA,No,Yes,No,,2146,No,Yes,Yes,Yes,Yes,Yes,NA
848,51,Male,United States,MN,No,No,No,Never,3461,Yes,Yes,Yes,Yes,Yes,Yes,NA
849,24,Male,United States,TN,No,No,No,,4458,No,Yes,Don't know,Not sure,Don't know,No,NA
850,33,Male,United States,MN,No,No,No,,226,No,Yes,No,No,No,No,The company I work for was started by engineers and so anything other then the engineering department has always lacked a bit. Now that we've grown things are better but I feel that overall our total benefits package (including healthcare) isn't well communicated. This reflects negatively on the mental health questions above but would also reflect negatively on any other sort of survey about the benefits. That is I don't think the company is purposefully doing less for mental health. They just aren't doing enough across the board and that includes mental health.
851,32,male,United Kingdom,,No,Yes,Yes,Rarely,3706,No,No,No,No,No,No,NA
852,32,male,United Kingdom,,No,Yes,Yes,Rarely,3100,No,No,No,No,No,No,NA
853,26,Male,United Kingdom,,Yes,No,Yes,Rarely,2815,Yes,Yes,No,Not sure,Don't know,Don't know,NA
854,23,M,United States,IL,No,No,No,Never,559,No,No,Don't know,No,Don't know,Don't know,NA
855,33,Male,United States,TN,No,Yes,Yes,Often,4018,Yes,Yes,No,Yes,No,No,NA
856,46,Male,United States,IL,No,No,Yes,Rarely,615,No,No,Yes,Yes,Yes,Yes,NA
857,34,male,United Kingdom,,No,No,No,,3471,Yes,Yes,No,No,No,No,NA
858,35,M,United States,DC,No,Yes,Yes,Sometimes,1905,No,Yes,Yes,Yes,No,No,NA
859,39,M,United States,KS,No,No,No,,289,Yes,Yes,No,Yes,No,No,Thank you for all you are doing to study this topic and raise awareness in our communities. 
860,32,male,Germany,,Yes,No,No,Sometimes,2392,Yes,Yes,No,Yes,No,No,NA
861,43,Male,Mexico,,Yes,No,No,,2642,Yes,Yes,Don't know,No,No,Don't know,NA
862,56,m,United States,CA,No,No,Yes,Rarely,4042,Yes,Yes,Yes,Yes,Don't know,Yes,NA
863,32,Female,United Kingdom,,No,Yes,Yes,Sometimes,296,No,Yes,Don't know,No,No,No,NA
864,41,male,United Kingdom,,No,No,No,,1704,No,No,Yes,Yes,Yes,Yes,NA
865,39,Male,United States,TN,No,No,No,,1500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
866,37,Male,United States,OK,No,Yes,No,,2545,No,No,Yes,Yes,No,No,NA
867,30,m,United States,CA,Yes,Yes,Yes,Sometimes,636,Yes,Yes,Don't know,Not sure,No,Don't know,The main reason for the openness answers are because of an experience with my last employer. I felt I could trust my direct supervisor so I divulged information. It ended up spreading to more supervisors and eventually my coworkers. Supers highly suggested treatment but rushed things that shouldn't have been rushed and I ended up being incorrectly treated in a psych ward and mentally scarred from the issue. I lost most of my desire to program due to the experience not to mention thousands of dollars I lost - lost work time vacation time they used for treatment time doctors expenses etc. I have major depressive disorder high anxiety and mild agoraphobia. After seeing what treatment has to offer I will likely not seek it again and continue as is. (Long story short.)
868,31,Male,United States,TN,No,No,No,,1802,No,Yes,Yes,No,Yes,No,NA
869,29,M,United States,TX,No,No,No,,566,No,No,Don't know,Not sure,No,Don't know,NA
870,23,Female,United Kingdom,,No,Yes,No,Never,1220,No,No,No,No,No,Yes,NA
871,31,male,United States,CO,No,No,Yes,Never,1125,No,Yes,Yes,Yes,No,Don't know,NA
872,29,Male,United States,TN,No,Yes,Yes,Sometimes,1680,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
873,30,Mail,United States,GA,No,No,No,Never,1122,Yes,Yes,Yes,Yes,Don't know,Don't know,NA
874,37,Male,United States,TN,No,No,No,Never,2788,Yes,Yes,Yes,No,Yes,Don't know,(yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence)
875,36,male,United States,VA,Yes,No,No,Never,1986,No,Yes,Yes,No,No,Don't know,NA
876,35,Male,United States,TN,No,Yes,Yes,Sometimes,2072,Yes,Yes,Yes,Yes,No,Don't know,NA
877,41,M,United States,DC,No,Yes,No,Never,509,Yes,No,Don't know,No,No,No,NA
878,31,Male,United Kingdom,,No,No,Yes,Rarely,1592,No,Yes,Don't know,Not sure,No,No,NA
879,38,m,United Kingdom,,No,Yes,No,,2458,No,No,Yes,Yes,Yes,Yes,NA
880,26,Male,India,,Yes,No,No,,3552,No,Yes,No,No,No,No,NA
881,39,Male,United States,TN,No,Yes,No,Sometimes,1737,No,Yes,Yes,No,Yes,Yes,I would add that while there were negative consequences for coworkers with mental health they were given a HUGE amount of leeway.  I think the team at large tried their best to be kind but that's how the person suffered.  The company actually gave this person a lot of help.  Which was cool.  But the team still discriminated.
882,42,male,United States,VA,Yes,Yes,No,Sometimes,2668,Yes,No,Yes,Not sure,Don't know,Yes,NA
883,32,Male,United States,TN,Yes,Yes,Yes,Rarely,4895,Yes,Yes,No,Yes,No,No,NA
884,29,m,United States,TN,No,Yes,No,,3125,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
885,30,Male,United States,TN,No,Yes,No,Never,1135,No,Yes,Yes,No,Don't know,Yes,NA
886,40,M,United States,TN,No,Yes,Yes,Often,185,Yes,Yes,Don't know,Not sure,No,Don't know,Bipolar spectrum is tricky.
887,51,m,United States,TN,No,No,No,,1581,No,No,Don't know,Not sure,No,Don't know,NA
888,33,Male,United States,IN,No,No,No,Never,4536,No,Yes,Yes,Yes,Yes,Yes,NA
889,34,male,Germany,,Yes,No,Yes,Sometimes,2115,Yes,Yes,No,Not sure,No,No,To be self employed helps but also brings you in touch with lots of new people that you might have to explain yourself to.
890,50,Male,United States,VA,Yes,No,No,Never,863,Yes,Yes,No,Yes,No,No,A lot of these answers aren't really applicable since I'm self employed as a sole proprietor.
891,24,Male,United States,TX,No,No,No,Sometimes,1048,Yes,Yes,Don't know,No,No,Don't know,NA
892,25,Male,United States,TX,No,Yes,Yes,Rarely,2887,No,No,No,No,No,No,NA
893,43,Male,United Kingdom,,No,Yes,Yes,Rarely,1036,No,Yes,No,No,No,No,NA
894,25,f,United States,CA,Yes,No,Yes,Often,285,No,Yes,Yes,Yes,Yes,Yes,NA
895,24,Male,United Kingdom,,Yes,No,No,,2510,Yes,Yes,No,Yes,No,No,NA
896,51,m,United States,CO,Yes,No,No,Never,1530,No,Yes,No,Yes,No,No,NA
897,49,Male,United States,OR,No,Yes,Yes,Sometimes,1113,No,Yes,Yes,Yes,No,Yes,NA
898,30,Male,United States,OK,No,No,No,,1355,Yes,Yes,Yes,No,Yes,Yes,NA
899,25,female,United States,OH,No,Yes,Yes,Sometimes,2881,No,Yes,Yes,Yes,Yes,No,While I have not seen any direct retaliation against people with known mental illness many people do freely use insults commonly associated with mental illness (r****d for example) and criticize people behind their back for taking extra leave for doctor appointments (Oh I bet they are just hung over or other comments about how lazy they are.)
900,36,Male,United States,TN,No,No,Yes,Rarely,965,Yes,Yes,Yes,Yes,Don't know,Don't know,NA
901,48,Male,United States,VA,No,No,Yes,Never,1013,No,Yes,Yes,Yes,Yes,Yes,NA
902,48,male,Australia,,No,No,Yes,Sometimes,3155,No,Yes,No,No,No,No,NA
903,53,Male,United States,OR,No,No,Yes,Rarely,474,Yes,Yes,Yes,Yes,No,Yes,NA
904,24,Female,United Kingdom,,No,Yes,Yes,Often,224,Yes,Yes,No,No,No,No,NA
905,33,Male,United States,OR,No,Yes,Yes,Sometimes,3036,No,Yes,Don't know,Yes,No,Yes,NA
906,25,Female,Canada,,No,Yes,Yes,Sometimes,1057,No,Yes,Yes,Yes,No,No,NA
907,30,Male,United Kingdom,,No,No,Yes,Sometimes,268,No,Yes,No,No,No,No,NA
908,30,Male,United States,PA,Yes,No,No,Never,4385,Yes,Yes,No,Yes,No,No,NA
909,34,male,United Kingdom,,Yes,No,Yes,Sometimes,4885,Yes,Yes,No,No,No,No,NA
910,31,Male,United States,SC,No,No,No,,4826,Yes,Yes,Yes,Yes,Yes,Yes,NA
911,22,F,United States,CA,No,Yes,Yes,Often,3944,No,Yes,Don't know,Not sure,No,Don't know,NA
912,28,Male,United States,TN,No,Yes,No,Sometimes,4686,No,Yes,Don't know,Not sure,No,Don't know,NA
913,35,Male,United States,UT,No,Yes,Yes,Rarely,4633,No,No,Yes,Yes,No,Yes,NA
914,28,Male,United States,CA,No,Yes,Yes,Sometimes,3350,No,No,Yes,No,No,No,NA
915,42,male,New Zealand,,No,No,Yes,Sometimes,1721,No,No,No,Yes,Don't know,No,NA
916,33,Male,United States,MO,No,Yes,No,,4247,No,Yes,Yes,No,Don't know,Don't know,NA
917,29,male,United States,CA,No,No,No,Sometimes,4640,No,Yes,Yes,No,Yes,No,NA
918,29,Male,United States,NY,No,No,No,,2506,No,Yes,Yes,Yes,Yes,Yes,NA
919,25,Male,United States,TX,No,No,No,,1015,Yes,Yes,Yes,No,No,No,NA
920,31,Male,United States,MO,No,Yes,No,Never,2581,No,Yes,Don't know,No,Don't know,Don't know,NA
921,35,Female,United States,GA,No,Yes,Yes,Sometimes,3293,No,No,Yes,Not sure,Yes,Yes,* Small family business - YMMV.
922,34,male,United States,TX,No,No,No,Often,1048,No,Yes,Don't know,No,No,Yes,* Small family business - YMMV.
923,43,Cis Male,United States,WA,No,No,Yes,Sometimes,730,Yes,Yes,Yes,Yes,No,Yes,* Small family business - YMMV.
924,38,Male,United States,WA,No,Yes,Yes,Sometimes,2321,No,Yes,No,Not sure,No,No,* Small family business - YMMV.
925,26,Male,United States,WA,No,Yes,Yes,Sometimes,1413,No,Yes,Don't know,Not sure,No,Yes,* Small family business - YMMV.
926,38,Male,United Kingdom,,Yes,Yes,Yes,Rarely,2634,Yes,No,No,No,No,No,NA
927,42,Male,United States,TX,No,No,Yes,Often,2458,No,Yes,Don't know,No,No,Don't know,NA
928,33,Male,Netherlands,,No,Yes,Yes,,4488,No,Yes,Don't know,No,No,Don't know,NA
929,32,Male,United States,WA,No,No,Yes,Rarely,2256,No,Yes,Yes,Yes,Yes,Yes,NA
930,44,male,United States,WA,No,Yes,Yes,Sometimes,603,Yes,Yes,Yes,Yes,Yes,Yes,NA
931,28,Male,United States,WA,No,Yes,Yes,Rarely,3828,No,Yes,Yes,Yes,Don't know,Don't know,NA
932,40,Male,United States,WA,No,Yes,Yes,Sometimes,1116,Yes,Yes,Yes,Yes,Yes,Yes,NA
933,31,F,United States,AZ,No,Yes,Yes,Sometimes,4733,No,Yes,Yes,Yes,No,Don't know,NA
934,32,male,United States,WA,No,Yes,No,Sometimes,771,No,Yes,Yes,Yes,Yes,Yes,NA
935,28,Male,United States,WA,No,Yes,Yes,Sometimes,4148,No,Yes,Don't know,No,Don't know,Don't know,NA
936,39,Male,United States,AZ,No,Yes,Yes,Often,3234,No,Yes,Yes,Yes,No,No,NA
937,45,Male,United States,NY,No,No,No,,2238,No,No,Yes,Yes,Yes,Yes,NA
938,43,Male,United States,WA,No,No,Yes,Rarely,3318,No,Yes,Yes,Yes,Yes,Yes,I have an exceptional employer. I haven't run into problems with any employer I've had but consider myself lucky.
939,35,Male,United States,CA,No,No,Yes,Sometimes,2647,No,Yes,Yes,Yes,Don't know,Yes,NA
940,40,Male,United States,WA,No,Yes,Yes,Sometimes,4555,No,Yes,Yes,Yes,Don't know,Don't know,NA
941,34,Male,Netherlands,,No,No,Yes,Rarely,254,No,Yes,No,Yes,No,No,NA
942,24,Male,United Kingdom,,No,Yes,Yes,Often,4684,No,No,Don't know,Yes,No,No,NA
943,61,male,South Africa,,Yes,No,Yes,Sometimes,3678,Yes,Yes,No,No,No,No,NA
944,36,Female ,United States,WA,No,Yes,Yes,Rarely,2752,No,Yes,Don't know,No,No,Don't know,NA
945,38,Male,United States,TN,No,No,No,,1459,No,Yes,No,No,No,No,Some of these should not be required.
946,33,male,Germany,,No,Yes,Yes,Often,635,No,Yes,Don't know,Not sure,Yes,No,NA
947,30,male,United States,WA,No,Yes,No,Never,2324,No,No,Don't know,No,No,Don't know,NA
948,34,male,Netherlands,,Yes,Yes,Yes,Rarely,3560,Yes,Yes,Yes,Yes,Yes,Yes,Though I'm in the Netherlands and chose that country from the list quite some questions are strongly geared towards the US. Over here people don't need benefits from their employer because we pay enough taxes for the government to pay for treatment of any physical or mental condition. We don't need employer approval for medical leave; that's something a qualified medical professional decides (and while on leave we still get paid our salaries something the employer can get insurance for). I answered yes to questions about these things meaning it's covered not it's covered by my employer.
949,26,Male,United States,CA,No,No,Yes,Rarely,2916,No,Yes,Yes,Not sure,Don't know,Don't know,NA
950,33,M,United Kingdom,,No,No,No,,3209,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
951,32,Male,United Kingdom,,No,No,No,,1402,No,Yes,Don't know,No,No,No,NA
952,25,male,Germany,,Yes,No,No,Sometimes,2017,Yes,Yes,No,Yes,No,No,NA
953,35,male,Germany,,Yes,No,Yes,Sometimes,1919,Yes,No,Don't know,No,No,No,NA
954,24,M,United Kingdom,,Yes,Yes,No,Often,4370,Yes,Yes,Don't know,Not sure,No,No,NA
955,55,male,United Kingdom,,No,No,Yes,Often,537,No,No,Yes,Yes,Yes,Yes,NA
